3076.437282	2.910174115
3114.46235	3.723419672
3201.376791	5.112027565
3233.969706	5.528651388
3603.356078	8.654124616
3722.863434	9.457973682
3827.160763	9.970234436
3996.023104	10.73445538
4134.154983	11.30471973
4261.732966	11.82902615
4391.794218	12.30065892
4514.146987	12.77450889
4613.73645	13.1816441
4770.182443	13.74777577
4897.760425	14.21599343
5019.337173	14.74082824
5156.951703	15.35641355
5272.837624	15.89254323
5390.534262	16.47330049
5524.527358	17.07399074
5656.709737	17.66971214
5774.406375	18.14636526
5898.828535	18.67546732
6020.663957	19.20880207
6134.73916	19.75285198
6258.592238	20.31282757
6369.408149	20.77753931
6514.989837	21.55181016
6642.645422	22.17724681
6778.837246	22.88347157
6895.240515	23.44594926
7016.558588	23.93452303
7119.769486	24.35159595
7221.169667	24.76865735
7389.566396	25.36460906
7494.588011	25.73212009
7608.663215	26.14926211
7751.347755	26.6518523
7869.406536	26.97383873
8038.165408	27.5459975
8184.471383	28.05654248
8303.254452	28.53518544
8457.527584	29.09535448
8590.072106	29.56615322
8717.33968	30.04711635
8830.897535	30.45009125
8982.739132	30.86464067
9086.208704	31.22505992
9236.498258	31.57798682
9361.437766	31.87622177
9473.702252	32.04052793
9647.013785	31.99913863
9746.034166	31.28081244
9809.59035	30.48853798
9853.952929	29.78239918
9901.031585	28.96969484
9955.35311	27.96535276
10007.86392	26.91307821
10045.88899	26.03587087
10073.04975	25.33705868
10100.21051	24.66799053
10116.50697	23.98398127
10143.66773	23.08191815
10165.39634	22.43760215
10187.12495	21.61482192
10219.71787	20.62356123
10246.87863	19.46371643
10263.17509	19.04740352
10279.47154	18.16014333
10306.63231	17.05482927
10328.36092	16.51957475
10355.52168	15.45639808
10388.1146	14.60146423
10415.27536	13.72418781
10442.43612	13.06999168
10464.16473	12.33148623
10491.32549	11.33523365
10523.91841	10.30431423
10556.51132	9.55100585
10583.67209	8.505179872
10599.96854	7.984762825
10621.69715	7.05622601
